"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.X_id","Input.text","Input.group","Input.date","Input.time_delta","Input.author","Input.post","Input.country","Input.doctype","Input.url","Input.title","Input.num_comments","Answer.category.labels","Approve","Reject"
"3LG268AV4SBS3TQI46REPKRJ1ZERE4","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"35H6S234SV527BWZRJ0FZFP5196659","A3O81LHBBI8NPK","Submitted","Wed Mar 05 08:04:59 PST 2025","Wed Mar 05 08:11:06 PST 2025","Sat Mar 08 08:11:06 PST 2025",,,"","367","100% (40/40)","0% (0/0)","0% (0/0)","63c6dffb194f73dec4cdc03a","The way I am approaching this now is taking care of myself so I can take care of my baby. I've had 4 vaccines now, so has my husband. We are doing our best to stay negative, but we both work, and my mom and a nanny care for my son. It's basically inevitable that someone is going to infect him. So what can I do? Give myself the tools to deal with this when it does happen. I have a ""sick table"" set up with meds for all of us ( for baby: infant tylenol, snot sucker, frida bath bombs and chest rub, etc), pulse oximeters (we have an owlet for my son), covid tests, pedialyte, thermometers, etc. I'm considering it an accomplishment to have gotten this far in the pandemic without my family contracting this virus. Good luck, I am sure you guys will be just fine. ","june_2021_birth_club","2022-01-09T00:00:00.000Z","0","ceeceesays4","a77575474","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"3LG268AV4SBS3TQI46REPKRJ1ZERE4","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"3OLF68YTNU6VWA1RN8U01WI4MMLFA2","AURYD2FH3FUOQ","Submitted","Wed Mar 05 08:55:16 PST 2025","Wed Mar 05 09:01:53 PST 2025","Sat Mar 08 09:01:53 PST 2025",,,"","397","100% (40/40)","0% (0/0)","0% (0/0)","63c6dffb194f73dec4cdc03a","The way I am approaching this now is taking care of myself so I can take care of my baby. I've had 4 vaccines now, so has my husband. We are doing our best to stay negative, but we both work, and my mom and a nanny care for my son. It's basically inevitable that someone is going to infect him. So what can I do? Give myself the tools to deal with this when it does happen. I have a ""sick table"" set up with meds for all of us ( for baby: infant tylenol, snot sucker, frida bath bombs and chest rub, etc), pulse oximeters (we have an owlet for my son), covid tests, pedialyte, thermometers, etc. I'm considering it an accomplishment to have gotten this far in the pandemic without my family contracting this virus. Good luck, I am sure you guys will be just fine. ","june_2021_birth_club","2022-01-09T00:00:00.000Z","0","ceeceesays4","a77575474","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"3OREP8RUUMG3705KE4VCP87RWTQGBX","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:53 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:53 PDT 2025",,,"3NKQQ8O39JAIDZ1T27G1DXRDHCVDUZ","A31Z5TPD8QKE26","Submitted","Wed Mar 05 08:28:37 PST 2025","Wed Mar 05 08:29:08 PST 2025","Sat Mar 08 08:29:08 PST 2025",,,"","31","100% (40/40)","0% (0/0)","0% (0/0)","abfrei_covid-vaccine_150","My husband and I decided not to get the COVID vaccine for our LO. We are both covid vaccinated but just don't feel comfortable getting it for LO yet. ","june_2022_birth_club","10-07-22","1","abfrei","a77899829","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"3OREP8RUUMG3705KE4VCP87RWTQGBX","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:53 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:53 PDT 2025",,,"3GNCZX4503S7NNQL1BQ5DQW8OS8AP0","A2XFO0X6RCS98M","Submitted","Wed Mar 05 08:55:34 PST 2025","Wed Mar 05 08:59:46 PST 2025","Sat Mar 08 08:59:46 PST 2025",,,"","252","100% (40/40)","0% (0/0)","0% (0/0)","abfrei_covid-vaccine_150","My husband and I decided not to get the COVID vaccine for our LO. We are both covid vaccinated but just don't feel comfortable getting it for LO yet. ","june_2022_birth_club","10-07-22","1","abfrei","a77899829","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"3ZVPAMTJX78QN7M9A1H2PNCVEFTRGL","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"32XVDSJFPK2CXHY4WG5YQ4JF7ZUM2Y","A3O81LHBBI8NPK","Submitted","Wed Mar 05 08:08:54 PST 2025","Wed Mar 05 08:14:43 PST 2025","Sat Mar 08 08:14:43 PST 2025",,,"","349","100% (40/40)","0% (0/0)","0% (0/0)","a77502207","Good night everyone, I'm stuck in a dilemma. My job is finally mandating the Vaccine. It's either you get it or lose your job (basically) However, my boss said If I can get a written letter by my doctor, I'll technically be exempt.   So fast forward to now, I'm asked my doctor for the letter. They said no, because the practice enforces the covid vaccine.  Now my only option is to get it. This is my first pregnancy and I don't want anything to happen to my baby girl. I'm literally in tears right now because I feel so defeated. I know that my only option is getting it so I can be able to afford what she needs but now I feel like I'm choosing wealth over my baby's health. ","february_2022_birth_club","2021-11-10T00:00:00.000Z","-83","ashash123","","USA","post","https://community.babycenter.com/post/a77502207/covid-vaccine-mandate-any-suggestions","COVID Vaccine Mandate. Any suggestions? ","30","No information about the author’s vaccine intentions"
"3ZVPAMTJX78QN7M9A1H2PNCVEFTRGL","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"33OOO72IV2QT8UGQ26VGOVNTDY4CTZ","A2XFO0X6RCS98M","Submitted","Wed Mar 05 08:17:08 PST 2025","Wed Mar 05 08:20:17 PST 2025","Sat Mar 08 08:20:17 PST 2025",,,"","189","100% (40/40)","0% (0/0)","0% (0/0)","a77502207","Good night everyone, I'm stuck in a dilemma. My job is finally mandating the Vaccine. It's either you get it or lose your job (basically) However, my boss said If I can get a written letter by my doctor, I'll technically be exempt.   So fast forward to now, I'm asked my doctor for the letter. They said no, because the practice enforces the covid vaccine.  Now my only option is to get it. This is my first pregnancy and I don't want anything to happen to my baby girl. I'm literally in tears right now because I feel so defeated. I know that my only option is getting it so I can be able to afford what she needs but now I feel like I'm choosing wealth over my baby's health. ","february_2022_birth_club","2021-11-10T00:00:00.000Z","-83","ashash123","","USA","post","https://community.babycenter.com/post/a77502207/covid-vaccine-mandate-any-suggestions","COVID Vaccine Mandate. Any suggestions? ","30","Vaccinated/planning to vaccinate"
"33CLA8O0N2GK97QEZHBK72CJD0TRFM","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"3P4RDNWNDQBQ7U6LIMDYXSYFS1WJI2","A2XFO0X6RCS98M","Submitted","Wed Mar 05 08:07:02 PST 2025","Wed Mar 05 08:11:59 PST 2025","Sat Mar 08 08:11:59 PST 2025",,,"","297","100% (40/40)","0% (0/0)","0% (0/0)","63c6e083194f73dec4db757e","I am fully vaccinated as well. I wear a mask indoors any where I go and outdoors only if I can't keep distance. When I know everyone around me is vaccinated (friends at our home or my running group) I don't wear one. At that kind of job I would 100% wear a mask.","december_2021_birth_club","2021-06-24T00:00:00.000Z","-2","hawkinme","a77326818","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"33CLA8O0N2GK97QEZHBK72CJD0TRFM","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:59 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:59 PDT 2025",,,"3OHYZ19UGXAP2NEKMBDQOQRIENBAOI","A31Z5TPD8QKE26","Submitted","Wed Mar 05 08:49:25 PST 2025","Wed Mar 05 08:49:44 PST 2025","Sat Mar 08 08:49:44 PST 2025",,,"","19","100% (40/40)","0% (0/0)","0% (0/0)","63c6e083194f73dec4db757e","I am fully vaccinated as well. I wear a mask indoors any where I go and outdoors only if I can't keep distance. When I know everyone around me is vaccinated (friends at our home or my running group) I don't wear one. At that kind of job I would 100% wear a mask.","december_2021_birth_club","2021-06-24T00:00:00.000Z","-2","hawkinme","a77326818","USA","comment",,,"NA","Vaccinated/planning to vaccinate"
"3H4IKZHAMVNBI1B34YDG6NGIEUQNN1","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:53 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:53 PDT 2025",,,"3ATPCQ38JTF1W1IMSYMOQHPKSXYYA5","A3O81LHBBI8NPK","Submitted","Wed Mar 05 07:57:31 PST 2025","Wed Mar 05 08:02:36 PST 2025","Sat Mar 08 08:02:36 PST 2025",,,"","305","100% (40/40)","0% (0/0)","0% (0/0)","63c6f5b9533170c4627f5cee","FWIW, I developed a life-threatening reaction to the tDap I got during my first pregnancy. It caused an autoimmune condiction, I am now immunocompromised, and I've been told I should never receive another vaccine, and neither should my children because genetic tests show they have the same issues I do, and any shot could/would likely result in the same issues for them. I understand that people are not born with a host of scary germs inside them just waiting for a shot to protect them. The only way to contract those diseases is by being around people who are currently infected, or most commonly, people who have recently been vaccinated, because they are shedding the live virus in their bodily fluids for 6 weeks after getting a shot.So grandma who gets their tDap 3 weeks before baby arrives is WAY more dangerous than Step Daughter or her little brother, neither of which are currently infected, or potential carriers due to recent immunizations.For our family its Tdap. For my stepdaughter it's everything because h...This is what is confusing to me. How is her little brother' immunization statues a factor at all? If Step Daughter has been vaccinated, it doesn't matter if he's been vaccinated or not. If you believe vaccines work, then you should trust your Step Daughter is protected and she'd only need to get whatever she personally is behind on. I was very pro-vax my entire life, until i was vaccine injured, and I now know way more than I care to know about how the body forms immunity, and  the effectiveness (or lack thereof) of vaccines. You are allowed to put whatever constraints on visits with your child as you wish, but you cannot demand anyone put anything into their body they object to. That's the difference between saying ""you must get the X shot"" and ""we aren't allowing baby near unvaccinated people until they are X age or have received X shot.""I get that it's the ""in"" thing to hate on anti-vaxxers and claim they're ignorant anti-science crazies, but a little bit of compassion and understanding goes a long way. Whatever your DH's ex's reasons for not getting her kids their shots, it's not up to you to judge. And only the SD's vax status is of ANY concern to you, not her little bro's. You either believe that her being up to date on HER shots protects her from those diseases, or you don't believe they work/are protecting her. If you don't believe the vaccines are protecting her, then why demand anyone get any shots at all?","august_2017_birth_club","2017-07-04T00:00:00.000Z","1","riversong317","a66850804","USA","comment",,,"NA","Vaccinated/planning to vaccinate,Not vaccinated/not planning to vaccinate"
"3H4IKZHAMVNBI1B34YDG6NGIEUQNN1","3J1X5UP4FF1Q9XSDXDVV4URJ0M15KU","Categorize posts about vaccination from a parenting forum - vaccination behavior","Choose categories for vaccination behavior and intent (WARNING: This HIT may contain adult content. Worker discretion advised.)","document classification","$0.05","Wed Mar 05 07:55:53 PST 2025","2","BatchId:5298950;OriginalHitTemplateId:928390912;","3600","259200","Wed Mar 12 08:55:53 PDT 2025",,,"3TMSXRD2XR51D8AMHEB7UJB1DVTW1H","AURYD2FH3FUOQ","Submitted","Wed Mar 05 07:57:43 PST 2025","Wed Mar 05 08:07:26 PST 2025","Sat Mar 08 08:07:26 PST 2025",,,"","583","100% (40/40)","0% (0/0)","0% (0/0)","63c6f5b9533170c4627f5cee","FWIW, I developed a life-threatening reaction to the tDap I got during my first pregnancy. It caused an autoimmune condiction, I am now immunocompromised, and I've been told I should never receive another vaccine, and neither should my children because genetic tests show they have the same issues I do, and any shot could/would likely result in the same issues for them. I understand that people are not born with a host of scary germs inside them just waiting for a shot to protect them. The only way to contract those diseases is by being around people who are currently infected, or most commonly, people who have recently been vaccinated, because they are shedding the live virus in their bodily fluids for 6 weeks after getting a shot.So grandma who gets their tDap 3 weeks before baby arrives is WAY more dangerous than Step Daughter or her little brother, neither of which are currently infected, or potential carriers due to recent immunizations.For our family its Tdap. For my stepdaughter it's everything because h...This is what is confusing to me. How is her little brother' immunization statues a factor at all? If Step Daughter has been vaccinated, it doesn't matter if he's been vaccinated or not. If you believe vaccines work, then you should trust your Step Daughter is protected and she'd only need to get whatever she personally is behind on. I was very pro-vax my entire life, until i was vaccine injured, and I now know way more than I care to know about how the body forms immunity, and  the effectiveness (or lack thereof) of vaccines. You are allowed to put whatever constraints on visits with your child as you wish, but you cannot demand anyone put anything into their body they object to. That's the difference between saying ""you must get the X shot"" and ""we aren't allowing baby near unvaccinated people until they are X age or have received X shot.""I get that it's the ""in"" thing to hate on anti-vaxxers and claim they're ignorant anti-science crazies, but a little bit of compassion and understanding goes a long way. Whatever your DH's ex's reasons for not getting her kids their shots, it's not up to you to judge. And only the SD's vax status is of ANY concern to you, not her little bro's. You either believe that her being up to date on HER shots protects her from those diseases, or you don't believe they work/are protecting her. If you don't believe the vaccines are protecting her, then why demand anyone get any shots at all?","august_2017_birth_club","2017-07-04T00:00:00.000Z","1","riversong317","a66850804","USA","comment",,,"NA","Vaccinated/planning to vaccinate,Not vaccinated/not planning to vaccinate"
